19,15,11,1
19,14,12,2
19,13,13,2
19,12,14,2
19,11,15,1
18,17,10,1
18,16,11,3
18,15,12,6
18,14,13,8
18,13,14,8
18,12,15,6
18,11,16,3
18,10,17,1
17,18,10,1
17,17,11,4
17,16,12,9
17,15,13,14
17,14,14,16
17,13,15,14
17,12,16,9
17,11,17,4
17,10,18,1
16,18,11,3
16,17,12,9
16,16,13,16
16,15,14,22
16,14,15,22
16,13,16,16
16,12,17,9
16,11,18,3
15,19,11,1
15,18,12,6
15,17,13,14
15,16,14,22
15,15,15,26
15,14,16,22
15,13,17,14
15,12,18,6
15,11,19,1
14,19,12,2
14,18,13,8
14,17,14,16
14,16,15,22
14,15,16,22
14,14,17,16
14,13,18,8
14,12,19,2
13,19,13,2
13,18,14,8
13,17,15,14
13,16,16,16
13,15,17,14
13,14,18,8
13,13,19,2
12,19,14,2
12,18,15,6
12,17,16,9
12,16,17,9
12,15,18,6
12,14,19,2
11,19,15,1
11,18,16,3
11,17,17,4
11,16,18,3
11,15,19,1
10,18,17,1
10,17,18,1
