0,11,16,0
16,11,0,0
0,16,11,0
16,0,11,0
11,0,16,0
11,16,0,0
4,11,12,6
12,11,4,6
4,12,11,6
12,4,11,6
11,4,12,6
11,12,4,6
3,4,20,0
3,20,4,0
4,20,3,0
20,4,3,0
4,3,20,0
20,3,4,0
10,7,10,39
7,10,10,39
10,10,7,39
12,7,8,30
8,12,7,30
7,8,12,30
7,12,8,30
12,8,7,30
8,7,12,30
14,13,0,0
0,13,14,0
13,0,14,0
13,14,0,0
14,0,13,0
0,14,13,0
6,15,6,8
6,6,15,8
15,6,6,8
1,7,19,0
19,1,7,0
1,19,7,0
7,19,1,0
7,1,19,0
19,7,1,0
11,6,10,26
11,10,6,26
6,11,10,26
10,11,6,26
6,10,11,26
10,6,11,26
5,6,16,4
5,16,6,4
6,5,16,4
16,6,5,4
6,16,5,4
16,5,6,4
16,4,7,3
4,7,16,3
16,7,4,3
7,4,16,3
7,16,4,3
4,16,7,3
9,1,17,0
9,17,1,0
1,9,17,0
1,17,9,0
17,1,9,0
17,9,1,0
6,7,14,13
7,14,6,13
6,14,7,13
14,7,6,13
7,6,14,13
14,6,7,13
6,2,19,0
6,19,2,0
2,6,19,0
2,19,6,0
19,2,6,0
19,6,2,0
14,5,8,9
8,14,5,9
5,8,14,9
5,14,8,9
14,8,5,9
8,5,14,9
16,9,2,0
9,2,16,0
9,16,2,0
2,16,9,0
16,2,9,0
2,9,16,0
5,5,17,2
5,17,5,2
17,5,5,2
8,11,8,41
11,8,8,41
8,8,11,41
4,2,21,0
21,2,4,0
21,4,2,0
2,4,21,0
4,21,2,0
2,21,4,0
20,6,1,0
6,1,20,0
1,6,20,0
1,20,6,0
20,1,6,0
6,20,1,0
12,3,12,0
3,12,12,0
12,12,3,0
4,15,8,4
8,4,15,4
4,8,15,4
8,15,4,4
15,4,8,4
15,8,4,4
2,11,14,0
14,11,2,0
11,14,2,0
14,2,11,0
2,14,11,0
11,2,14,0
8,18,1,0
18,8,1,0
8,1,18,0
1,8,18,0
1,18,8,0
18,1,8,0
12,13,2,0
2,13,12,0
12,2,13,0
13,2,12,0
13,12,2,0
2,12,13,0
16,3,8,0
8,16,3,0
8,3,16,0
16,8,3,0
3,8,16,0
3,16,8,0
9,3,15,0
3,9,15,0
9,15,3,0
3,15,9,0
15,3,9,0
15,9,3,0
3,17,7,0
17,7,3,0
17,3,7,0
7,3,17,0
7,17,3,0
3,7,17,0
4,9,14,5
14,9,4,5
9,4,14,5
9,14,4,5
4,14,9,5
14,4,9,5
10,2,15,0
2,15,10,0
15,2,10,0
15,10,2,0
10,15,2,0
2,10,15,0
9,9,9,49
9,5,13,11
9,13,5,11
5,9,13,11
5,13,9,11
13,5,9,11
13,9,5,11
7,11,9,35
7,9,11,35
9,7,11,35
11,7,9,35
9,11,7,35
11,9,7,35
3,5,19,0
5,3,19,0
5,19,3,0
19,5,3,0
3,19,5,0
19,3,5,0
14,3,10,0
10,14,3,0
3,10,14,0
3,14,10,0
10,3,14,0
14,10,3,0
7,13,7,21
13,7,7,21
7,7,13,21
4,18,5,1
5,4,18,1
5,18,4,1
18,4,5,1
4,5,18,1
18,5,4,1
0,17,10,0
10,17,0,0
0,10,17,0
17,0,10,0
17,10,0,0
10,0,17,0
5,2,20,0
5,20,2,0
20,2,5,0
2,20,5,0
20,5,2,0
2,5,20,0
3,11,13,0
11,3,13,0
3,13,11,0
11,13,3,0
13,3,11,0
13,11,3,0
1,13,13,0
13,1,13,0
13,13,1,0
3,18,6,0
6,3,18,0
18,6,3,0
18,3,6,0
6,18,3,0
3,6,18,0
8,9,10,47
10,8,9,47
8,10,9,47
9,8,10,47
9,10,8,47
10,9,8,47
4,6,17,2
6,17,4,2
17,4,6,2
17,6,4,2
4,17,6,2
6,4,17,2
5,11,11,13
11,5,11,13
11,11,5,13
5,7,15,6
7,5,15,6
15,5,7,6
7,15,5,6
5,15,7,6
15,7,5,6
4,19,4,1
19,4,4,1
4,4,19,1
12,9,6,23
6,12,9,23
9,6,12,23
9,12,6,23
12,6,9,23
6,9,12,23
4,13,10,6
10,4,13,6
4,10,13,6
13,4,10,6
10,13,4,6
13,10,4,6
8,2,17,0
2,8,17,0
8,17,2,0
17,2,8,0
17,8,2,0
2,17,8,0
12,5,10,13
10,12,5,13
5,10,12,13
5,12,10,13
10,5,12,13
12,10,5,13
3,21,3,0
21,3,3,0
3,3,21,0
12,15,0,0
0,15,12,0
12,0,15,0
0,12,15,0
15,0,12,0
15,12,0,0
18,2,7,0
2,18,7,0
7,18,2,0
7,2,18,0
2,7,18,0
18,7,2,0
11,1,15,0
11,15,1,0
1,11,15,0
15,11,1,0
1,15,11,0
15,1,11,0
12,1,14,0
14,1,12,0
12,14,1,0
14,12,1,0
1,12,14,0
1,14,12,0
6,8,13,19
8,6,13,19
13,6,8,19
13,8,6,19
6,13,8,19
8,13,6,19
16,1,10,0
10,1,16,0
1,10,16,0
1,16,10,0
16,10,1,0
10,16,1,0
