18,12,7,1
18,11,8,2
18,10,9,3
18,9,10,3
18,8,11,2
18,7,12,1
17,14,6,1
17,13,7,4
17,12,8,9
17,11,9,14
17,10,10,16
17,9,11,14
17,8,12,9
17,7,13,4
17,6,14,1
16,15,6,2
16,14,7,8
16,13,8,19
16,12,9,33
16,11,10,42
16,10,11,42
16,9,12,33
16,8,13,19
16,7,14,8
16,6,15,2
15,16,6,2
15,15,7,10
15,14,8,27
15,13,9,52
15,12,10,75
15,11,11,84
15,10,12,75
15,9,13,52
15,8,14,27
15,7,15,10
15,6,16,2
14,17,6,1
14,16,7,8
14,15,8,27
14,14,9,60
14,13,10,98
14,12,11,124
14,11,12,124
14,10,13,98
14,9,14,60
14,8,15,27
14,7,16,8
14,6,17,1
13,17,7,4
13,16,8,19
13,15,9,52
13,14,10,98
13,13,11,140
13,12,12,158
13,11,13,140
13,10,14,98
13,9,15,52
13,8,16,19
13,7,17,4
12,18,7,1
12,17,8,9
12,16,9,33
12,15,10,75
12,14,11,124
12,13,12,158
12,12,13,158
12,11,14,124
12,10,15,75
12,9,16,33
12,8,17,9
12,7,18,1
11,18,8,2
11,17,9,14
11,16,10,42
11,15,11,84
11,14,12,124
11,13,13,140
11,12,14,124
11,11,15,84
11,10,16,42
11,9,17,14
11,8,18,2
10,18,9,3
10,17,10,16
10,16,11,42
10,15,12,75
10,14,13,98
10,13,14,98
10,12,15,75
10,11,16,42
10,10,17,16
10,9,18,3
9,18,10,3
9,17,11,14
9,16,12,33
9,15,13,52
9,14,14,60
9,13,15,52
9,12,16,33
9,11,17,14
9,10,18,3
8,18,11,2
8,17,12,9
8,16,13,19
8,15,14,27
8,14,15,27
8,13,16,19
8,12,17,9
8,11,18,2
7,18,12,1
7,17,13,4
7,16,14,8
7,15,15,10
7,14,16,8
7,13,17,4
7,12,18,1
6,17,14,1
6,16,15,2
6,15,16,2
6,14,17,1
