11,5,1,1
11,4,2,1
11,3,3,2
11,2,4,1
11,1,5,1
10,6,1,2
10,5,2,4
10,4,3,5
10,3,4,5
10,2,5,4
10,1,6,2
9,8,0,1
9,7,1,4
9,6,2,8
9,5,3,13
9,4,4,13
9,3,5,13
9,2,6,8
9,1,7,4
9,0,8,1
8,9,0,1
8,8,1,5
8,7,2,11
8,6,3,19
8,5,4,24
8,4,5,24
8,3,6,19
8,2,7,11
8,1,8,5
8,0,9,1
7,9,1,4
7,8,2,11
7,7,3,22
7,6,4,30
7,5,5,36
7,4,6,30
7,3,7,22
7,2,8,11
7,1,9,4
6,10,1,2
6,9,2,8
6,8,3,19
6,7,4,30
6,6,5,39
6,5,6,39
6,4,7,30
6,3,8,19
6,2,9,8
6,1,10,2
5,11,1,1
5,10,2,4
5,9,3,13
5,8,4,24
5,7,5,36
5,6,6,39
5,5,7,36
5,4,8,24
5,3,9,13
5,2,10,4
5,1,11,1
4,11,2,1
4,10,3,5
4,9,4,13
4,8,5,24
4,7,6,30
4,6,7,30
4,5,8,24
4,4,9,13
4,3,10,5
4,2,11,1
3,11,3,2
3,10,4,5
3,9,5,13
3,8,6,19
3,7,7,22
3,6,8,19
3,5,9,13
3,4,10,5
3,3,11,2
2,11,4,1
2,10,5,4
2,9,6,8
2,8,7,11
2,7,8,11
2,6,9,8
2,5,10,4
2,4,11,1
1,11,5,1
1,10,6,2
1,9,7,4
1,8,8,5
1,7,9,4
1,6,10,2
1,5,11,1
0,9,8,1
0,8,9,1
