1,12,15,0
15,12,1,0
12,15,1,0
12,1,15,0
1,15,12,0
15,1,12,0
12,9,7,548
12,7,9,548
7,12,9,548
9,12,7,548
7,9,12,548
9,7,12,548
2,8,18,2
18,8,2,2
18,2,8,2
2,18,8,2
8,2,18,2
8,18,2,2
13,9,6,350
9,6,13,350
13,6,9,350
6,9,13,350
6,13,9,350
9,13,6,350
11,0,17,0
0,17,11,0
0,11,17,0
17,11,0,0
11,17,0,0
17,0,11,0
9,10,9,841
10,9,9,841
9,9,10,841
3,4,21,0
21,4,3,0
3,21,4,0
21,3,4,0
4,21,3,0
4,3,21,0
5,4,19,4
19,4,5,4
5,19,4,4
19,5,4,4
4,19,5,4
4,5,19,4
10,7,11,625
11,7,10,625
7,10,11,625
11,10,7,625
7,11,10,625
10,11,7,625
11,15,2,9
15,11,2,9
2,15,11,9
2,11,15,9
11,2,15,9
15,2,11,9
16,5,7,74
7,16,5,74
5,16,7,74
7,5,16,74
5,7,16,74
16,7,5,74
3,16,9,22
16,9,3,22
16,3,9,22
9,16,3,22
3,9,16,22
9,3,16,22
7,4,17,28
7,17,4,28
17,4,7,28
4,17,7,28
4,7,17,28
17,7,4,28
3,3,22,0
3,22,3,0
22,3,3,0
13,2,13,11
2,13,13,11
13,13,2,11
5,11,12,266
11,5,12,266
12,11,5,266
12,5,11,266
5,12,11,266
11,12,5,266
1,14,13,0
13,1,14,0
14,1,13,0
14,13,1,0
1,13,14,0
13,14,1,0
7,7,14,283
7,14,7,283
14,7,7,283
16,6,6,85
6,16,6,85
6,6,16,85
8,7,13,424
7,8,13,424
7,13,8,424
13,8,7,424
13,7,8,424
8,13,7,424
2,9,17,4
2,17,9,4
17,9,2,4
9,2,17,4
9,17,2,4
17,2,9,4
18,1,9,0
18,9,1,0
1,9,18,0
9,18,1,0
9,1,18,0
1,18,9,0
11,13,4,128
13,11,4,128
4,13,11,128
4,11,13,128
11,4,13,128
13,4,11,128
10,10,8,785
10,8,10,785
8,10,10,785
5,9,14,184
14,5,9,184
14,9,5,184
9,14,5,184
5,14,9,184
9,5,14,184
7,15,6,161
15,6,7,161
6,15,7,161
6,7,15,161
15,7,6,161
7,6,15,161
14,14,0,0
14,0,14,0
0,14,14,0
15,0,13,0
13,15,0,0
0,15,13,0
0,13,15,0
15,13,0,0
13,0,15,0
21,6,1,0
6,1,21,0
6,21,1,0
1,6,21,0
21,1,6,0
1,21,6,0
4,14,10,107
10,14,4,107
4,10,14,107
14,4,10,107
14,10,4,107
10,4,14,107
2,6,20,0
6,20,2,0
6,2,20,0
20,2,6,0
20,6,2,0
2,20,6,0
5,18,5,13
18,5,5,13
5,5,18,13
19,8,1,0
19,1,8,0
8,19,1,0
8,1,19,0
1,8,19,0
1,19,8,0
7,20,1,0
7,1,20,0
1,20,7,0
20,7,1,0
20,1,7,0
1,7,20,0
5,6,17,36
6,5,17,36
6,17,5,36
17,6,5,36
5,17,6,36
17,5,6,36
3,13,12,47
13,3,12,47
12,13,3,47
12,3,13,47
3,12,13,47
13,12,3,47
2,16,10,6
16,2,10,6
16,10,2,6
2,10,16,6
10,16,2,6
10,2,16,6
3,11,14,42
11,3,14,42
14,11,3,42
14,3,11,42
3,14,11,42
11,14,3,42
16,0,12,0
16,12,0,0
0,12,16,0
12,0,16,0
12,16,0,0
0,16,12,0
15,4,9,79
4,15,9,79
4,9,15,79
15,9,4,79
9,4,15,79
9,15,4,79
8,14,6,256
6,14,8,256
14,8,6,256
14,6,8,256
6,8,14,256
8,6,14,256
12,2,14,10
12,14,2,10
14,2,12,10
2,14,12,10
2,12,14,10
14,12,2,10
18,3,7,6
3,18,7,6
7,3,18,6
3,7,18,6
7,18,3,6
18,7,3,6
10,3,15,33
3,15,10,33
15,3,10,33
3,10,15,33
15,10,3,33
10,15,3,33
8,11,9,732
8,9,11,732
11,8,9,732
11,9,8,732
9,8,11,732
9,11,8,732
17,1,10,0
1,17,10,0
10,1,17,0
10,17,1,0
1,10,17,0
17,10,1,0
5,2,21,0
21,2,5,0
21,5,2,0
5,21,2,0
2,5,21,0
2,21,5,0
12,4,12,135
12,12,4,135
4,12,12,135
2,22,4,0
22,4,2,0
4,2,22,0
4,22,2,0
22,2,4,0
2,4,22,0
3,6,19,2
19,6,3,2
6,19,3,2
6,3,19,2
3,19,6,2
19,3,6,2
18,0,10,0
0,18,10,0
18,10,0,0
0,10,18,0
10,0,18,0
10,18,0,0
8,5,15,127
15,8,5,127
15,5,8,127
5,8,15,127
5,15,8,127
8,15,5,127
4,20,4,1
20,4,4,1
4,4,20,1
11,16,1,0
16,11,1,0
16,1,11,0
1,11,16,0
11,1,16,0
1,16,11,0
16,4,8,51
4,16,8,51
16,8,4,51
4,8,16,51
8,4,16,51
8,16,4,51
12,6,10,423
12,10,6,423
10,6,12,423
6,10,12,423
6,12,10,423
10,12,6,423
3,20,5,0
5,20,3,0
3,5,20,0
5,3,20,0
20,5,3,0
20,3,5,0
18,6,4,12
6,4,18,12
4,18,6,12
6,18,4,12
4,6,18,12
18,4,6,12
13,5,10,236
5,13,10,236
5,10,13,236
13,10,5,236
10,5,13,236
10,13,5,236
3,8,17,13
3,17,8,13
8,17,3,13
8,3,17,13
17,8,3,13
17,3,8,13
11,11,6,450
11,6,11,450
6,11,11,450
8,12,8,600
12,8,8,600
8,8,12,600
2,7,19,1
19,2,7,1
7,19,2,1
19,7,2,1
7,2,19,1
2,19,7,1
