19,16,11,1
19,15,12,2
19,14,13,3
19,13,14,3
19,12,15,2
19,11,16,1
18,18,10,1
18,17,11,3
18,16,12,7
18,15,13,10
18,14,14,12
18,13,15,10
18,12,16,7
18,11,17,3
18,10,18,1
17,18,11,3
17,17,12,8
17,16,13,15
17,15,14,20
17,14,15,20
17,13,16,15
17,12,17,8
17,11,18,3
16,19,11,1
16,18,12,7
16,17,13,15
16,16,14,25
16,15,15,28
16,14,16,25
16,13,17,15
16,12,18,7
16,11,19,1
15,19,12,2
15,18,13,10
15,17,14,20
15,16,15,28
15,15,16,28
15,14,17,20
15,13,18,10
15,12,19,2
14,19,13,3
14,18,14,12
14,17,15,20
14,16,16,25
14,15,17,20
14,14,18,12
14,13,19,3
13,19,14,3
13,18,15,10
13,17,16,15
13,16,17,15
13,15,18,10
13,14,19,3
12,19,15,2
12,18,16,7
12,17,17,8
12,16,18,7
12,15,19,2
11,19,16,1
11,18,17,3
11,17,18,3
11,16,19,1
10,18,18,1
