8,9,22,467
22,9,8,467
9,22,8,467
8,22,9,467
9,8,22,467
22,8,9,467
20,8,11,1139
8,11,20,1139
20,11,8,1139
8,20,11,1139
11,8,20,1139
11,20,8,1139
14,5,20,255
20,5,14,255
14,20,5,255
20,14,5,255
5,14,20,255
5,20,14,255
12,20,7,840
20,12,7,840
12,7,20,840
20,7,12,840
7,12,20,840
7,20,12,840
21,1,17,0
21,17,1,0
17,1,21,0
17,21,1,0
1,17,21,0
1,21,17,0
11,14,14,5586
14,14,11,5586
14,11,14,5586
7,10,22,390
7,22,10,390
10,22,7,390
22,10,7,390
10,7,22,390
22,7,10,390
16,3,20,16
3,16,20,16
3,20,16,16
20,16,3,16
16,20,3,16
20,3,16,16
6,28,5,1
28,5,6,1
6,5,28,1
28,6,5,1
5,6,28,1
5,28,6,1
4,4,31,0
4,31,4,0
31,4,4,0
11,2,26,0
11,26,2,0
26,11,2,0
2,26,11,0
2,11,26,0
26,2,11,0
21,9,9,836
9,9,21,836
9,21,9,836
0,16,23,0
16,0,23,0
0,23,16,0
16,23,0,0
23,0,16,0
23,16,0,0
7,14,18,1297
7,18,14,1297
14,18,7,1297
18,14,7,1297
14,7,18,1297
18,7,14,1297
16,21,2,0
2,21,16,0
21,16,2,0
21,2,16,0
16,2,21,0
2,16,21,0
7,3,29,0
7,29,3,0
29,3,7,0
3,29,7,0
3,7,29,0
29,7,3,0
12,24,3,5
24,3,12,5
12,3,24,5
24,12,3,5
3,12,24,5
3,24,12,5
4,8,27,3
8,27,4,3
4,27,8,3
8,4,27,3
27,4,8,3
27,8,4,3
1,12,26,0
1,26,12,0
26,1,12,0
12,1,26,0
26,12,1,0
12,26,1,0
17,9,13,3043
17,13,9,3043
9,13,17,3043
9,17,13,3043
13,9,17,3043
13,17,9,3043
7,2,30,0
7,30,2,0
2,30,7,0
30,2,7,0
2,7,30,0
30,7,2,0
4,24,11,25
24,11,4,25
4,11,24,25
24,4,11,25
11,4,24,25
11,24,4,25
11,19,9,1907
19,11,9,1907
11,9,19,1907
9,19,11,1907
19,9,11,1907
9,11,19,1907
3,18,18,19
18,18,3,19
18,3,18,19
14,12,13,6152
13,14,12,6152
12,14,13,6152
13,12,14,6152
14,13,12,6152
12,13,14,6152
3,27,9,1
27,3,9,1
27,9,3,1
9,3,27,1
3,9,27,1
9,27,3,1
12,8,19,1547
8,19,12,1547
12,19,8,1547
8,12,19,1547
19,8,12,1547
19,12,8,1547
2,28,9,0
28,9,2,0
9,2,28,0
9,28,2,0
2,9,28,0
28,2,9,0
22,4,13,56
4,13,22,56
22,13,4,56
13,22,4,56
4,22,13,56
13,4,22,56
2,12,25,0
12,25,2,0
25,12,2,0
25,2,12,0
2,25,12,0
12,2,25,0
9,5,25,32
9,25,5,32
25,5,9,32
25,9,5,32
5,9,25,32
5,25,9,32
8,8,23,253
8,23,8,253
23,8,8,253
11,11,17,3844
11,17,11,3844
17,11,11,3844
7,7,25,55
7,25,7,55
25,7,7,55
8,13,18,1937
18,8,13,1937
8,18,13,1937
18,13,8,1937
13,18,8,1937
13,8,18,1937
14,21,4,74
4,21,14,74
14,4,21,74
21,14,4,74
4,14,21,74
21,4,14,74
24,1,14,0
1,14,24,0
1,24,14,0
14,24,1,0
24,14,1,0
14,1,24,0
18,17,4,111
4,18,17,111
17,18,4,111
17,4,18,111
18,4,17,111
4,17,18,111
