17,9,5,1
17,8,6,1
17,7,7,2
17,6,8,1
17,5,9,1
16,10,5,2
16,9,6,4
16,8,7,6
16,7,8,6
16,6,9,4
16,5,10,2
15,11,5,3
15,10,6,7
15,9,7,14
15,8,8,15
15,7,9,14
15,6,10,7
15,5,11,3
14,12,5,3
14,11,6,9
14,10,7,20
14,9,8,28
14,8,9,28
14,7,10,20
14,6,11,9
14,5,12,3
13,13,5,4
13,12,6,11
13,11,7,26
13,10,8,39
13,9,9,48
13,8,10,39
13,7,11,26
13,6,12,11
13,5,13,4
12,14,5,3
12,13,6,11
12,12,7,27
12,11,8,45
12,10,9,60
12,9,10,60
12,8,11,45
12,7,12,27
12,6,13,11
12,5,14,3
11,15,5,3
11,14,6,9
11,13,7,26
11,12,8,45
11,11,9,66
11,10,10,72
11,9,11,66
11,8,12,45
11,7,13,26
11,6,14,9
11,5,15,3
10,16,5,2
10,15,6,7
10,14,7,20
10,13,8,39
10,12,9,60
10,11,10,72
10,10,11,72
10,9,12,60
10,8,13,39
10,7,14,20
10,6,15,7
10,5,16,2
9,17,5,1
9,16,6,4
9,15,7,14
9,14,8,28
9,13,9,48
9,12,10,60
9,11,11,66
9,10,12,60
9,9,13,48
9,8,14,28
9,7,15,14
9,6,16,4
9,5,17,1
8,17,6,1
8,16,7,6
8,15,8,15
8,14,9,28
8,13,10,39
8,12,11,45
8,11,12,45
8,10,13,39
8,9,14,28
8,8,15,15
8,7,16,6
8,6,17,1
7,17,7,2
7,16,8,6
7,15,9,14
7,14,10,20
7,13,11,26
7,12,12,27
7,11,13,26
7,10,14,20
7,9,15,14
7,8,16,6
7,7,17,2
6,17,8,1
6,16,9,4
6,15,10,7
6,14,11,9
6,13,12,11
6,12,13,11
6,11,14,9
6,10,15,7
6,9,16,4
6,8,17,1
5,17,9,1
5,16,10,2
5,15,11,3
5,14,12,3
5,13,13,4
5,12,14,3
5,11,15,3
5,10,16,2
5,9,17,1
