16,7,4,1
16,6,5,1
16,5,6,1
16,4,7,1
15,9,3,1
15,8,4,3
15,7,5,6
15,6,6,6
15,5,7,6
15,4,8,3
15,3,9,1
14,10,3,1
14,9,4,6
14,8,5,13
14,7,6,18
14,6,7,18
14,5,8,13
14,4,9,6
14,3,10,1
13,11,3,2
13,10,4,9
13,9,5,23
13,8,6,35
13,7,7,43
13,6,8,35
13,5,9,23
13,4,10,9
13,3,11,2
12,12,3,2
12,11,4,11
12,10,5,29
12,9,6,53
12,8,7,71
12,7,8,71
12,6,9,53
12,5,10,29
12,4,11,11
12,3,12,2
11,13,3,2
11,12,4,11
11,11,5,33
11,10,6,63
11,9,7,97
11,8,8,108
11,7,9,97
11,6,10,63
11,5,11,33
11,4,12,11
11,3,13,2
10,14,3,1
10,13,4,9
10,12,5,29
10,11,6,63
10,10,7,104
10,9,8,132
10,8,9,132
10,7,10,104
10,6,11,63
10,5,12,29
10,4,13,9
10,3,14,1
9,15,3,1
9,14,4,6
9,13,5,23
9,12,6,53
9,11,7,97
9,10,8,132
9,9,9,150
9,8,10,132
9,7,11,97
9,6,12,53
9,5,13,23
9,4,14,6
9,3,15,1
8,15,4,3
8,14,5,13
8,13,6,35
8,12,7,71
8,11,8,108
8,10,9,132
8,9,10,132
8,8,11,108
8,7,12,71
8,6,13,35
8,5,14,13
8,4,15,3
7,16,4,1
7,15,5,6
7,14,6,18
7,13,7,43
7,12,8,71
7,11,9,97
7,10,10,104
7,9,11,97
7,8,12,71
7,7,13,43
7,6,14,18
7,5,15,6
7,4,16,1
6,16,5,1
6,15,6,6
6,14,7,18
6,13,8,35
6,12,9,53
6,11,10,63
6,10,11,63
6,9,12,53
6,8,13,35
6,7,14,18
6,6,15,6
6,5,16,1
5,16,6,1
5,15,7,6
5,14,8,13
5,13,9,23
5,12,10,29
5,11,11,33
5,10,12,29
5,9,13,23
5,8,14,13
5,7,15,6
5,6,16,1
4,16,7,1
4,15,8,3
4,14,9,6
4,13,10,9
4,12,11,11
4,11,12,11
4,10,13,9
4,9,14,6
4,8,15,3
4,7,16,1
3,15,9,1
3,14,10,1
3,13,11,2
3,12,12,2
3,11,13,2
3,10,14,1
3,9,15,1
