(11, 11, 30, 3) 0
(10, 12, 30, 3) 0
(12, 10, 25, 8) 0
(11, 11, 23, 10) 0
(12, 10, 23, 10) 0
(10, 12, 31, 2) 0
(10, 12, 18, 15) 0
(10, 12, 22, 11) 0
(10, 12, 17, 16) 0
(10, 12, 16, 17) 0
(10, 12, 28, 5) 0
(11, 11, 32, 1) 0
(11, 11, 16, 17) 0
(12, 10, 24, 9) 0
(12, 10, 16, 17) 0
(10, 12, 21, 12) 0
(10, 12, 15, 18) 0
(10, 12, 25, 8) 0
(11, 11, 31, 2) 0
(10, 12, 23, 10) 0
(12, 10, 18, 15) 0
(10, 12, 29, 4) 0
(12, 10, 22, 11) 0
(11, 11, 17, 16) 0
(10, 12, 32, 1) 0
(12, 10, 26, 7) 0
(12, 10, 17, 16) 0
(12, 10, 27, 6) 0
(12, 10, 21, 12) 0
(11, 11, 25, 8) 0
(11, 11, 29, 4) 0
(10, 12, 27, 6) 0
(12, 10, 32, 1) 0
(12, 10, 15, 18) 0
(10, 12, 33, 0) 0
(10, 12, 19, 14) 0
(12, 10, 19, 14) 0
(10, 12, 26, 7) 0
(11, 11, 15, 18) 0
(11, 11, 27, 6) 0
(11, 11, 19, 14) 0
(11, 11, 22, 11) 0
(12, 10, 29, 4) 0
(12, 10, 31, 2) 0
(12, 10, 30, 3) 0
(12, 10, 20, 13) 0
(11, 11, 21, 12) 0
(11, 11, 28, 5) 0
(12, 10, 33, 0) 0
(10, 12, 24, 9) 0
(11, 11, 33, 0) 0
(11, 11, 26, 7) 0
(11, 11, 20, 13) 0
(11, 11, 18, 15) 0
(11, 11, 24, 9) 0
(12, 10, 28, 5) 0
(10, 12, 20, 13) 0
